feature	importance
RAW_1_stats_cv_whole	1744.4
RAW_10_fft_coefficient_attr_imag_coeff_1_ratio_to_whole_left	971.0
RAW_10_fft_coefficient_attr_imag_coeff_1_ratio_to_whole_right	969.0
RAW_3_cumsum_max_ratio_to_whole_left	945.2
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_50_f_agg_max_ratio_to_whole_left	893.8
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_5_f_agg_max_right	841.4
RAW_12_rpt_cost_rank_left	828.0
RAW_10_linear_trend_attr_rvalue_ratio	820.2
RAW_8_lziv_complexity_right	817.4
RAW_10_quantile_0_4_ratio_to_whole_left	798.4
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_5_f_agg_max_left	790.6
RAW_10_linear_trend_attr_rvalue_diff	784.6
RAW_10_quantile_0_6_ratio_to_whole_left	763.8
RAW_8_sample_entropy_diff	763.2
RAW_8_higuchi_fd_ratio_to_whole_left	755.4
RAW_4_autocorr_lag1_diff	750.4
RAW_1_stats_median_ratio	739.4
RAW_4_autocorr_lag1_ratio	715.8
RAW_13_arima_residuals_s1_pred_mean	710.6
RAW_10_fft_coefficient_attr_imag_coeff_1_whole	707.6
RAW_13_robust_log_cv_right	703.8
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_50_f_agg_max_ratio	692.4
RAW_10_fft_coefficient_attr_imag_coeff_2_ratio_to_whole_left	690.6
RAW_12_rpt_cost_cosine_whole	668.6
RAW_10_agg_linear_trend_attr_intercept_chunk_len_10_f_agg_max_ratio_to_whole_right	663.4
RAW_13_robust_quartile_cv_whole	659.4
RAW_10_linear_trend_attr_rvalue_ratio_to_whole_right	653.4
RAW_10_quantile_0_1_ratio	648.6
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_50_f_agg_mean_diff	642.0
RAW_2_ks_stat	640.6
RAW_2_ad_stat	639.2
RAW_8_sample_entropy_left	635.2
RAW_10_linear_trend_attr_intercept_ratio	631.2
RAW_10_fft_coefficient_attr_imag_coeff_1_left	628.2
RAW_1_stats_median_contribution_right	619.4
RAW_10_ar_coefficient_coeff_2_k_10_right	614.4
RAW_13_robust_log_cv_whole	613.0
RAW_13_arima_param_0_ratio_to_whole_left	606.2
RAW_11_param_5_diff	605.6
RAW_8_spectral_entropy_left	601.8
RAW_8_perm_entropy_whole	593.4
RAW_10_ratio_beyond_r_sigma_1_5_diff	591.2
RAW_13_arima_param_5_ratio_to_whole_left	590.6
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_5_f_agg_max_diff	588.8
RAW_8_svd_entropy_ratio_to_whole_left	584.4
RAW_10_change_quantiles_f_agg_var_isabs_True_qh_1_0_ql_0_4_contribution_left	573.8
RAW_10_quantile_0_4_right	573.0
RAW_10_quantile_0_4_whole	568.6
RAW_2_bartlett_pvalue	565.6
RAW_13_arima_param_3_diff	563.2
RAW_10_percentage_of_reoccurring_datapoints_to_all_datapoints_contribution_left	562.6
RAW_8_perm_entropy_left	562.2
RAW_13_robust_log_cv_left	552.6
RAW_11_param_0_ratio_to_whole_right	551.6
RAW_8_approx_entropy_left	547.6
RAW_10_agg_linear_trend_attr_intercept_chunk_len_50_f_agg_mean_ratio_to_whole_left	546.4
RAW_1_stats_min_diff	541.8
RAW_13_robust_log_cv_ratio	536.8
RAW_13_arima_param_2_ratio_to_whole_left	529.6
RAW_1_stats_mean_right	529.4
RAW_10_change_quantiles_f_agg_var_isabs_False_qh_0_8_ql_0_4_ratio	527.6
RAW_8_sample_entropy_whole	523.2
RAW_8_katz_fd_whole	516.2
RAW_10_percentage_of_reoccurring_values_to_all_values_contribution_left	515.6
RAW_10_ar_coefficient_coeff_2_k_10_left	506.4
RAW_2_levene_stat	505.6
RAW_13_arima_param_3_ratio_to_whole_right	492.4
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_10_f_agg_max_diff	488.4
RAW_1_stats_cv_ratio_to_whole_left	486.8
RAW_1_stats_mean_whole	485.0
RAW_10_ratio_beyond_r_sigma_1_5_ratio	478.2
RAW_2_ks_pvalue	477.4
RAW_10_linear_trend_attr_intercept_ratio_to_whole_left	475.6
RAW_10_linear_trend_attr_intercept_contribution_left	470.8
RAW_13_arima_param_4_whole	467.6
RAW_13_robust_mad_cv_whole	465.8
RAW_13_arima_param_3_ratio_to_whole_left	463.6
RAW_13_arima_param_4_ratio_to_whole_left	459.0
RAW_1_stats_median_whole	452.6
RAW_1_stats_kurt_left	451.8
RAW_10_ratio_beyond_r_sigma_1_5_whole	450.4
RAW_13_arima_param_0_whole	439.8
RAW_13_robust_log_cv_diff	434.6
RAW_13_arima_param_2_ratio_to_whole_right	420.4
RAW_2_jb_pvalue_ratio	419.2
RAW_2_bartlett_stat	412.4
RAW_10_quantile_0_6_diff	408.0
RAW_10_partial_autocorrelation_lag_2_left	407.4
RAW_10_percentage_of_reoccurring_values_to_all_values_ratio_to_whole_left	406.2
RAW_13_arima_param_4_ratio_to_whole_right	400.0
RAW_13_arima_param_2_right	397.4
RAW_10_partial_autocorrelation_lag_2_whole	396.0
RAW_1_stats_kurt_whole	396.0
RAW_13_arima_param_2_diff	391.8
RAW_8_cond_entropy_left	388.4
RAW_1_stats_std_whole	388.0
RAW_13_arima_param_4_diff	384.4
RAW_2_adf_icbest_left	381.2
RAW_13_arima_param_4_left	376.2
RAW_11_param_0_whole	375.0
RAW_10_ratio_beyond_r_sigma_1_5_left	374.0
RAW_13_arima_param_4_right	367.4
RAW_13_arima_param_0_ratio_to_whole_right	362.8
RAW_13_arima_param_1_whole	357.0
RAW_13_arima_param_1_left	352.8
RAW_13_arima_param_3_right	343.4
RAW_1_stats_min_whole	343.4
RAW_13_arima_param_4_contribution_left	334.4
RAW_13_arima_param_1_ratio_to_whole_right	333.6
RAW_13_robust_iqr_cv_whole	332.2
RAW_10_change_quantiles_f_agg_var_isabs_False_qh_0_8_ql_0_0_right	330.0
RAW_13_arima_param_4_ratio	329.0
RAW_13_arima_param_1_diff	327.2
RAW_5_max_power_whole	324.4
RAW_10_ratio_value_number_to_time_series_length_ratio_to_whole_left	319.0
RAW_13_arima_param_1_ratio_to_whole_left	315.2
RAW_13_arima_param_2_left	314.0
RAW_13_arima_param_3_whole	313.8
RAW_13_arima_param_0_ratio	313.4
RAW_2_levene_pvalue	310.8
RAW_13_arima_param_0_contribution_left	308.8
RAW_13_arima_param_5_right	300.2
RAW_10_change_quantiles_f_agg_var_isabs_False_qh_0_8_ql_0_0_whole	296.2
RAW_13_arima_param_2_ratio	292.2
RAW_10_percentage_of_reoccurring_values_to_all_values_diff	292.0
RAW_13_arima_param_2_whole	291.8
RAW_12_rpt_cost_l1_left	291.2
RAW_13_arima_param_3_left	287.4
RAW_1_stats_std_right	287.2
RAW_10_quantile_0_6_whole	285.8
RAW_13_arima_param_3_contribution_left	283.4
RAW_13_arima_param_5_diff	281.8
RAW_13_arima_param_0_diff	280.8
RAW_13_arima_param_1_right	274.8
RAW_2_shapiro_pvalue_left	265.0
RAW_13_arima_param_0_left	263.2
RAW_13_arima_param_0_right	262.6
RAW_10_ratio_value_number_to_time_series_length_whole	258.4
RAW_10_percentage_of_reoccurring_datapoints_to_all_datapoints_ratio_to_whole_right	254.2
RAW_13_arima_param_5_whole	251.4
