feature	permutation_importance_mean	permutation_importance_std
RAW_10_ratio_value_number_to_time_series_length	0.023469362610065676	0.020290198027290384
RAW_10_percentage_of_reoccurring_values_to_all_values	0.014608677435123821	0.01085841334541562
RAW_12_rpt_cost_cosine_whole	0.011333529870470895	0.004266436597312666
RAW_2_ks_stat	0.006832899770692354	0.002479687535073421
RAW_8_sample_entropy_0	0.006034000388469208	0.0021059142995099316
RAW_10_percentage_of_reoccurring_datapoints_to_all_datapoints	0.004778502977302998	0.0015871821386415298
RAW_2_bartlett_pvalue	0.004466539077394529	0.003147818060697429
RAW_1_kurt_left	0.003910378083767536	0.003003878328933667
RAW_8_perm_entropy_0	0.003808987558358985	0.0019560727791722164
RAW_2_bartlett_stat	0.00380205938944301	0.0025436810355015755
RAW_2_ad_stat	0.003537753793943035	0.0027105388533892553
RAW_1_cv_left	0.0024888260514751227	0.0010425971769400502
RAW_2_jb_pvalue_left	0.002332499469947177	0.0010745187788483296
RAW_1_cv_right	0.0023220051571461466	0.0010696063006628274
RAW_1_mean_right	0.0022597002057871216	0.0012047873968963265
RAW_10_ratio_beyond_r_sigma_1_5	0.002163659451182171	0.0010675146523749426
RAW_8_cond_entropy_0	0.002111223212225769	0.0010431559598936377
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_5_f_agg_max_	0.0020426704694847973	0.0007980047435883544
RAW_2_levene_stat	0.0019311959312426307	0.0024402698931719723
RAW_1_rolling_std_right	0.0018005612262406636	0.0005565517574419842
RAW_12_rpt_cost_rank_left	0.0016790683680151055	0.0008331655184780021
RAW_12_rpt_cost_l1_whole	0.0016576829279375013	0.0005711082366956641
RAW_2_levene_pvalue	0.0014436092323283213	0.0017632038626522117
RAW_11_param_5_diff	0.0014224727809331792	0.0010965446554977076
RAW_2_ks_pvalue	0.001364890265282357	0.002781563481076208
RAW_2_ad_pvalue	0.0013614078045987533	0.0021130802973224412
RAW_8_hjorth_complexity_diff	0.001351830124503256	0.0005943147762492252
RAW_4_autocorr_lag1_diff	0.0013093766077995595	0.0013790705811997648
RAW_1_median_diff	0.0012681133907961686	0.0017357663959017017
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_50_f_agg_mean_	0.0011663822323605222	0.0007017830161583301
RAW_1_rolling_std_left	0.0011509940056873146	0.0007986377299068835
RAW_1_cv_diff	0.0011314689370593067	0.00038959938203957957
RAW_1_std_right	0.0011274824155266784	0.0008305194043868142
RAW_9_higuchi_fd_diff	0.0010905993453886654	0.0006486102851253326
