feature	importance
RAW_1_stats_cv_whole	1698.4
RAW_10_fft_coefficient_attr_imag_coeff_1_whole	1114.4
RAW_12_rpt_cost_cosine_whole	1016.4
RAW_10_ratio_beyond_r_sigma_1_5_diff	995.0
RAW_10_percentage_of_reoccurring_values_to_all_values_diff	985.0
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_5_f_agg_max_diff	979.6
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_50_f_agg_mean_diff	924.4
RAW_1_stats_median_ratio	923.0
RAW_10_linear_trend_attr_rvalue_ratio	906.4
RAW_12_rpt_cost_rank_left	888.2
RAW_10_percentage_of_reoccurring_values_to_all_values_ratio	873.8
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_5_f_agg_max_right	870.6
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_5_f_agg_max_left	865.4
RAW_1_stats_mean_of_rolling_std_ratio	865.2
RAW_2_ks_stat	859.2
RAW_10_quantile_0_4_ratio	837.8
RAW_3_sum_ratio	822.4
RAW_8_sample_entropy_left	811.8
RAW_4_autocorr_lag1_diff	796.6
RAW_1_stats_std_whole	793.6
RAW_4_autocorr_lag1_ratio	792.2
RAW_11_param_0_ratio	784.0
RAW_10_linear_trend_attr_intercept_ratio	783.8
RAW_8_perm_entropy_left	782.8
RAW_10_quantile_0_4_whole	779.2
RAW_10_quantile_0_1_ratio	753.2
RAW_8_hjorth_complexity_diff	743.2
RAW_2_bartlett_stat	733.8
RAW_1_stats_kurt_left	729.0
RAW_1_stats_kurt_whole	727.2
RAW_1_stats_kurt_right	726.6
RAW_1_stats_mean_whole	713.8
RAW_10_quantile_0_4_right	683.4
RAW_13_ma_cross_up_ratio_whole	645.8
RAW_2_ad_stat	644.4
RAW_11_param_4_left	641.8
RAW_10_change_quantiles_f_agg_var_isabs_True_qh_0_6_ql_0_4_ratio	630.0
RAW_10_change_quantiles_f_agg_var_isabs_False_qh_0_8_ql_0_4_whole	610.8
RAW_10_change_quantiles_f_agg_var_isabs_True_qh_0_6_ql_0_2_whole	602.0
RAW_8_approx_entropy_whole	592.0
RAW_11_param_0_whole	589.8
RAW_13_ma_cross_up_ratio_left	574.6
RAW_13_ma_cross_density_right	569.6
RAW_13_ma_cross_density_whole	566.8
RAW_8_sample_entropy_whole	547.6
RAW_2_ks_pvalue	528.0
RAW_7_rolling_std_w50_mean_whole	500.8
RAW_2_jb_pvalue_ratio	496.6
RAW_10_ratio_value_number_to_time_series_length_whole	496.0
RAW_13_ma_cross_density_left	479.2
RAW_13_ma_cross_count_right	471.8
RAW_13_ma_cross_density_diff	471.0
RAW_2_levene_stat	465.8
RAW_2_shapiro_pvalue_left	453.2
RAW_13_ma_cross_count_left	421.0
RAW_13_ma_cross_up_ratio_right	412.2
RAW_13_ma_cross_count_ratio	388.4
RAW_2_bartlett_pvalue	380.0
RAW_13_ma_cross_density_ratio	374.2
RAW_13_ma_cross_up_ratio_diff	365.6
RAW_2_levene_pvalue	335.8
RAW_13_ma_cross_count_whole	320.2
RAW_10_ratio_value_number_to_time_series_length_diff	300.6
RAW_10_ratio_value_number_to_time_series_length_left	278.8
RAW_10_percentage_of_reoccurring_values_to_all_values_left	272.4
RAW_2_jb_pvalue_left	223.4
RAW_2_ad_pvalue	180.2
RAW_13_ma_cross_up_ratio_ratio	149.6
RAW_10_ratio_value_number_to_time_series_length_ratio	136.6
