feature	importance
RAW_1_stats_cv_whole	1105.2
RAW_10_percentage_of_reoccurring_values_to_all_values	698.2
RAW_10_percentage_of_reoccurring_datapoints_to_all_datapoints	678.6
RAW_12_rpt_cost_cosine_whole	641.0
RAW_8_perm_entropy_0	639.0
RAW_1_stats_median_ratio	637.8
RAW_8_sample_entropy_0	635.4
RAW_2_ks_stat	487.6
RAW_12_rpt_cost_rank_left	480.6
RAW_2_ad_stat	477.2
RAW_11_param_5_diff	472.8
RAW_4_autocorr_lag1_diff	462.2
RAW_9_higuchi_fd_diff	459.2
RAW_2_bartlett_stat	450.8
RAW_1_stats_theil_sen_slope_left	443.0
RAW_10_ratio_beyond_r_sigma_1_5	435.2
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_5_f_agg_max_	433.6
RAW_2_ttest_pvalue	420.0
RAW_1_stats_mean_whole	409.6
RAW_1_stats_mean_ratio	407.4
RAW_8_sample_entropy_1	406.0
RAW_8_sample_entropy_diff	403.4
RAW_8_hjorth_complexity_diff	400.4
RAW_1_stats_std_whole	389.2
RAW_12_rpt_cost_cosine_left	387.2
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_50_f_agg_mean_	381.0
RAW_1_stats_kurt_left	373.4
RAW_2_kpss_stat_diff	372.6
RAW_8_lziv_complexity_1	371.2
RAW_10_ratio_value_number_to_time_series_length	370.6
RAW_8_perm_entropy_1	368.6
RAW_1_stats_median_whole	360.8
RAW_1_stats_skew_right	354.8
RAW_2_wilcoxon_stat	340.4
RAW_8_approx_entropy_0	337.8
RAW_2_ks_pvalue	328.2
RAW_10_fft_coefficient_attr_imag_coeff_3	327.8
RAW_10_linear_trend_attr_rvalue_	326.0
RAW_1_stats_kurt_whole	321.2
RAW_1_stats_kurt_right	319.8
RAW_2_levene_stat	317.4
RAW_1_stats_mean_right	309.0
RAW_1_stats_range_ratio	308.4
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_50_f_agg_max_	307.8
RAW_9_katz_fd_diff	306.6
RAW_1_stats_mean_of_rolling_std_ratio	306.6
RAW_1_stats_cv_diff	304.4
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_10_f_agg_mean_	303.8
RAW_1_stats_mean_of_rolling_std_whole	299.4
RAW_1_stats_median_left	297.0
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_10_f_agg_max_	288.0
RAW_10_last_location_of_maximum	286.4
RAW_1_stats_median_diff	283.8
RAW_10_quantile_0_6	282.8
RAW_12_rpt_cost_cosine_right	282.0
RAW_2_adf_stat_diff	281.2
RAW_10_ar_coefficient_coeff_2_k_10	276.8
