feature	importance
RAW_10_fft_coefficient_attr_imag_coeff_1_left	1027.6
RAW_10_change_quantiles_f_agg_var_isabs_True_qh_1_0_ql_0_4_contribution_left	1026.8
RAW_1_stats_kurt_whole	1017.8
RAW_10_ratio_beyond_r_sigma_1_5_diff	987.0
RAW_2_adf_icbest_left	970.0
RAW_11_param_0_ratio_to_whole_right	969.0
RAW_8_spectral_entropy_left	964.0
RAW_2_ad_stat	939.4
RAW_1_stats_mean_right	927.6
RAW_10_change_quantiles_f_agg_var_isabs_True_qh_0_8_ql_0_4_contribution_left	909.0
RAW_1_stats_cv_whole	860.6
RAW_10_ratio_beyond_r_sigma_1_5_contribution_left	838.2
RAW_10_quantile_0_6_whole	837.6
RAW_2_levene_stat	813.6
RAW_8_sample_entropy_left_mul_RAW_10_fft_coefficient_attr_imag_coeff_1_ratio_to_whole_left	794.4
RAW_1_stats_mean_whole	772.6
RAW_10_quantile_0_4_right	770.4
RAW_10_change_quantiles_f_agg_var_isabs_False_qh_0_8_ql_0_0_right	769.8
RAW_10_fft_coefficient_attr_imag_coeff_1_ratio_to_whole_left_mul_RAW_2_bartlett_pvalue	757.0
RAW_8_approx_entropy_whole	749.6
RAW_10_change_quantiles_f_agg_var_isabs_False_qh_0_6_ql_0_4_ratio_to_whole_right	733.0
f_sq_RAW_2_ks_stat	683.4
f_sq_RAW_10_quantile_0_4_whole	678.6
RAW_2_ks_pvalue	665.6
RAW_11_param_0_whole	658.6
RAW_5_max_power_whole	638.2
RAW_2_ks_stat_mul_RAW_10_fft_coefficient_attr_imag_coeff_1_ratio_to_whole_left	624.8
RAW_1_stats_cv_whole_mul_RAW_10_quantile_0_4_whole	615.0
RAW_10_quantile_0_4_whole_mul_RAW_2_bartlett_pvalue	609.8
RAW_10_ratio_value_number_to_time_series_length_ratio_to_whole_left	571.6
RAW_1_stats_std_whole_mul_RAW_2_ks_stat	569.2
RAW_2_levene_pvalue	561.2
RAW_1_stats_cv_whole_mul_RAW_8_sample_entropy_left	558.4
f_sq_RAW_1_stats_std_whole	557.0
RAW_10_percentage_of_reoccurring_datapoints_to_all_datapoints_contribution_left	518.0
RAW_2_ks_stat_mul_RAW_2_bartlett_pvalue	497.4
RAW_10_percentage_of_reoccurring_values_to_all_values_contribution_left_mul_RAW_10_percentage_of_reoccurring_values_to_all_values_ratio_to_whole_left	496.6
RAW_10_ratio_value_number_to_time_series_length_whole	487.0
RAW_10_percentage_of_reoccurring_values_to_all_values_contribution_left	456.4
RAW_2_bartlett_stat	390.4
RAW_1_stats_cv_whole_mul_RAW_10_percentage_of_reoccurring_values_to_all_values_contribution_left	389.4
RAW_10_percentage_of_reoccurring_values_to_all_values_right	377.4
RAW_2_ad_pvalue	362.8
RAW_2_bartlett_pvalue	357.0
RAW_10_percentage_of_reoccurring_values_to_all_values_ratio	349.2
RAW_1_stats_cv_whole_mul_RAW_10_percentage_of_reoccurring_datapoints_to_all_datapoints_contribution_left	296.0
f_sq_RAW_8_sample_entropy_left	283.4
RAW_8_sample_entropy_left_mul_RAW_10_percentage_of_reoccurring_values_to_all_values_ratio_to_whole_left	262.0
RAW_2_ks_stat_mul_RAW_10_percentage_of_reoccurring_values_to_all_values_ratio_to_whole_left	252.8
RAW_10_percentage_of_reoccurring_values_to_all_values_ratio_to_whole_left	247.0
RAW_10_percentage_of_reoccurring_values_to_all_values_contribution_left_mul_RAW_10_percentage_of_reoccurring_datapoints_to_all_datapoints_contribution_left	223.0
f_sq_RAW_2_bartlett_pvalue	177.0
RAW_10_percentage_of_reoccurring_datapoints_to_all_datapoints_ratio_to_whole_left	115.8
f_sq_RAW_10_percentage_of_reoccurring_values_to_all_values_contribution_left	79.6
f_sq_RAW_10_percentage_of_reoccurring_datapoints_to_all_datapoints_contribution_left	79.0
f_sq_RAW_10_percentage_of_reoccurring_values_to_all_values_ratio_to_whole_left	38.6
