feature	permutation_importance_mean	permutation_importance_std
RAW_1_stats_cv_whole_mul_RAW_1_stats_std_whole	0.24976684082201922	0.012397250286083027
RAW_10_percentage_of_reoccurring_values_to_all_values_contribution_left_sub_RAW_8_sample_entropy_left	0.009596829893029717	0.008793285925268877
RAW_10_percentage_of_reoccurring_datapoints_to_all_datapoints_contribution_left_sub_RAW_8_sample_entropy_left	0.007234557258659849	0.0061802757547693085
RAW_10_quantile_0_6_ratio_to_whole_left	0.0026063507227630732	0.0006383515501405958
RAW_10_fft_coefficient_attr_imag_coeff_1_whole	0.0023970065990075494	0.0005805864389176203
RAW_1_stats_cv_whole_div_RAW_10_percentage_of_reoccurring_values_to_all_values_contribution_left	0.002097678049494892	0.0016187784584533972
RAW_2_ks_stat_add_RAW_2_bartlett_pvalue	0.0019973607316883545	0.00216255292387152
RAW_3_cumsum_max_ratio_to_whole_left	0.001761959634253498	0.00048358877594505416
RAW_1_stats_std_whole_div_RAW_1_stats_cv_whole	0.001679322582540773	0.0009543744622183636
RAW_4_autocorr_lag1_diff	0.0016158345448179401	0.0008542031835165416
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_50_f_agg_max_ratio_to_whole_left	0.0014339818078451172	0.00037776782360728636
RAW_10_ratio_value_number_to_time_series_length_whole	0.0013925137383345955	0.001144413031457688
RAW_1_stats_kurt_whole	0.0013836450684514955	0.0006279434084107077
RAW_10_quantile_0_4_contribution_left	0.0013802076566554566	0.00042891876742000263
RAW_8_sample_entropy_left_add_RAW_2_bartlett_pvalue	0.0013535770094645582	0.0003370564403478131
RAW_11_param_3_right	0.0013115844865864601	0.000425374071623892
RAW_1_stats_std_whole_sub_RAW_2_ks_stat	0.001310212463593835	0.0010776347470612838
RAW_8_perm_entropy_left	0.001150666917529707	0.000707588260228058
RAW_10_linear_trend_attr_rvalue_ratio	0.001129843278767807	0.00022151498303981285
RAW_10_fft_coefficient_attr_imag_coeff_1_ratio_to_whole_right	0.001127912469981235	0.0005263762614275455
RAW_8_sample_entropy_left_add_RAW_2_ks_stat	0.0011189549584560189	0.0008485314607045061
RAW_1_stats_median_ratio	0.0011080870997114487	0.0007759505578471166
RAW_10_quantile_0_4_whole_div_RAW_1_stats_std_whole	0.0010759662713357109	0.00048256318101194185
RAW_8_sample_entropy_left_div_RAW_1_stats_cv_whole	0.001050012096123112	0.0012224127146674819
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_50_f_agg_mean_diff	0.0010319714577709427	0.00035389123826618337
RAW_10_linear_trend_attr_intercept_ratio	0.0010045837667495261	0.0003897459251560479
RAW_8_sample_entropy_contribution_right	0.0009560762223203779	0.0005337742736334351
RAW_10_change_quantiles_f_agg_var_isabs_True_qh_0_8_ql_0_4_contribution_left	0.000921296378932539	0.00031378938336963294
RAW_4_autocorr_lag1_ratio	0.0009177906431324222	0.0003799637219321125
RAW_1_stats_cv_whole_div_RAW_8_sample_entropy_left	0.0009168826413333099	0.0006911368785153211
RAW_8_katz_fd_whole	0.0008647011646475279	0.0005694574636546749
RAW_1_stats_kurt_left	0.0008630600684390976	0.0007431787580424405
RAW_2_adf_icbest_left	0.0008594227510654627	0.0007634358288353901
RAW_1_stats_std_whole_div_RAW_10_quantile_0_4_whole	0.0007976774221385719	0.0004609958313563373
RAW_4_autocorr_lag1_whole	0.0007895613831151194	0.0005523683138262554
RAW_12_rpt_cost_cosine_whole	0.000783372614068202	0.0004953821453677508
RAW_10_ratio_beyond_r_sigma_1_5_diff	0.0007152479524127797	0.0009791222651667813
RAW_2_ad_stat	0.0006942288845224698	0.0008960121583465201
RAW_11_param_0_whole	0.0006852033779223277	0.0004983728143977442
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_5_f_agg_max_left	0.0006839966478591564	0.0005134859946828949
RAW_10_quantile_0_6_whole	0.000672581401773238	0.001068134194868201
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_50_f_agg_max_ratio	0.0006696957640838174	0.0005407113792902105
RAW_10_ratio_value_number_to_time_series_length_ratio_to_whole_left	0.0006543422578646418	0.0005821906495441324
RAW_1_stats_mean_right	0.0006438968966262516	0.00042560272230615735
