feature	importance
RAW_1_stats_cv_whole_mul_RAW_1_stats_std_whole	2301.6
RAW_3_cumsum_max_ratio_to_whole_left	1093.6
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_50_f_agg_max_ratio_to_whole_left	1082.4
RAW_1_stats_median_ratio	1077.0
RAW_12_rpt_cost_cosine_whole	1034.2
RAW_10_quantile_0_6_ratio_to_whole_left	1028.2
RAW_10_linear_trend_attr_rvalue_ratio	1023.4
RAW_4_autocorr_lag1_diff	1021.6
RAW_10_fft_coefficient_attr_imag_coeff_1_ratio_to_whole_right	992.2
RAW_10_quantile_0_4_contribution_left	989.4
RAW_11_param_3_right	988.8
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_5_f_agg_max_left	961.6
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_5_f_agg_max_right	944.4
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_50_f_agg_mean_diff	890.0
RAW_2_ttest_pvalue	887.0
RAW_8_lziv_complexity_right	885.0
RAW_10_linear_trend_attr_intercept_ratio	883.2
RAW_8_sample_entropy_contribution_right	878.4
RAW_4_autocorr_lag1_ratio	869.2
RAW_8_perm_entropy_left	868.8
RAW_4_autocorr_lag1_whole	857.4
RAW_10_fft_coefficient_attr_imag_coeff_1_whole	841.0
RAW_11_param_5_diff	835.0
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_5_f_agg_max_diff	827.0
RAW_8_sample_entropy_left_add_RAW_2_bartlett_pvalue	819.2
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_50_f_agg_max_ratio	776.8
RAW_8_katz_fd_whole	772.8
RAW_10_agg_linear_trend_attr_intercept_chunk_len_50_f_agg_mean_ratio_to_whole_left	751.6
RAW_1_stats_skew_right	747.0
RAW_1_stats_min_diff	741.8
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_50_f_agg_max_contribution_left	723.6
RAW_8_svd_entropy_ratio_to_whole_left	721.2
RAW_10_ratio_beyond_r_sigma_1_5_diff	721.0
RAW_10_fft_coefficient_attr_imag_coeff_1_left	714.6
RAW_1_stats_kurt_left	700.0
RAW_8_perm_entropy_whole	693.0
RAW_1_stats_kurt_whole	689.4
RAW_10_agg_linear_trend_attr_intercept_chunk_len_10_f_agg_max_ratio_to_whole_right	683.6
RAW_1_stats_median_whole	682.8
RAW_10_change_quantiles_f_agg_var_isabs_True_qh_1_0_ql_0_4_contribution_left	628.6
RAW_11_param_0_ratio_to_whole_right	626.4
RAW_2_adf_icbest_left	617.0
RAW_8_spectral_entropy_left	609.8
RAW_8_sample_entropy_left_div_RAW_1_stats_cv_whole	602.0
RAW_8_sample_entropy_left_add_RAW_2_ks_stat	597.2
RAW_1_stats_mean_right	589.6
RAW_10_ratio_beyond_r_sigma_1_5_contribution_left	565.2
RAW_1_stats_std_whole_div_RAW_10_quantile_0_4_whole	554.6
RAW_10_change_quantiles_f_agg_var_isabs_True_qh_0_8_ql_0_4_contribution_left	540.6
RAW_2_ad_stat	510.6
RAW_10_quantile_0_4_whole_div_RAW_1_stats_std_whole	508.8
RAW_1_stats_std_whole_sub_RAW_2_ks_stat	477.6
RAW_10_change_quantiles_f_agg_var_isabs_False_qh_0_8_ql_0_0_right	468.6
RAW_1_stats_cv_whole_div_RAW_10_fft_coefficient_attr_imag_coeff_1_ratio_to_whole_left	457.8
RAW_1_stats_std_whole_sub_RAW_2_bartlett_pvalue	439.0
RAW_10_change_quantiles_f_agg_var_isabs_False_qh_0_6_ql_0_4_ratio_to_whole_right	435.8
RAW_2_levene_stat	413.4
RAW_10_fft_coefficient_attr_imag_coeff_1_ratio_to_whole_left_div_RAW_1_stats_cv_whole	412.4
RAW_10_quantile_0_4_right	401.6
RAW_10_quantile_0_6_whole	383.0
RAW_8_sample_entropy_whole	379.8
RAW_10_ratio_value_number_to_time_series_length_whole	378.2
RAW_1_stats_cv_whole_div_RAW_10_percentage_of_reoccurring_values_to_all_values_contribution_left	377.4
RAW_2_ks_stat_div_RAW_10_fft_coefficient_attr_imag_coeff_1_ratio_to_whole_left	370.0
RAW_10_ratio_value_number_to_time_series_length_ratio_to_whole_left	358.6
RAW_2_ks_stat_sub_RAW_2_bartlett_pvalue	357.2
RAW_1_stats_std_whole_div_RAW_10_fft_coefficient_attr_imag_coeff_1_ratio_to_whole_left	352.6
RAW_10_percentage_of_reoccurring_values_to_all_values_contribution_left_add_RAW_10_quantile_0_4_whole	349.6
RAW_10_quantile_0_4_whole_div_RAW_1_stats_cv_whole	345.6
RAW_8_approx_entropy_whole	344.8
RAW_8_sample_entropy_left_mul_RAW_2_ks_stat	337.6
RAW_10_percentage_of_reoccurring_datapoints_to_all_datapoints_contribution_left_div_RAW_10_percentage_of_reoccurring_values_to_all_values_ratio_to_whole_left	337.6
RAW_2_ks_stat_div_RAW_10_quantile_0_4_whole	330.0
RAW_2_ks_stat_div_RAW_1_stats_cv_whole	328.4
RAW_10_fft_coefficient_attr_imag_coeff_1_ratio_to_whole_left_div_RAW_2_bartlett_pvalue	325.8
RAW_10_quantile_0_4_whole_div_RAW_10_fft_coefficient_attr_imag_coeff_1_ratio_to_whole_left	325.4
RAW_1_stats_cv_whole_div_RAW_8_sample_entropy_left	320.2
RAW_1_stats_cv_whole_mul_RAW_10_quantile_0_4_whole	320.2
RAW_11_param_0_whole	306.6
RAW_1_stats_mean_whole	304.0
RAW_1_stats_cv_whole_div_RAW_2_bartlett_pvalue	297.8
RAW_8_sample_entropy_left_div_RAW_10_fft_coefficient_attr_imag_coeff_1_ratio_to_whole_left	295.6
RAW_10_fft_coefficient_attr_imag_coeff_1_ratio_to_whole_left_div_RAW_2_ks_stat	293.8
RAW_2_ks_pvalue	289.2
RAW_1_stats_cv_whole_div_RAW_10_quantile_0_4_whole	286.6
RAW_10_percentage_of_reoccurring_values_to_all_values_contribution_left_sub_RAW_8_sample_entropy_left	281.8
RAW_10_fft_coefficient_attr_imag_coeff_1_ratio_to_whole_left_mul_RAW_2_bartlett_pvalue	272.6
RAW_10_fft_coefficient_attr_imag_coeff_1_ratio_to_whole_left_div_RAW_1_stats_std_whole	272.4
RAW_2_levene_pvalue	270.4
RAW_1_stats_std_whole_mul_RAW_2_ks_stat	270.4
RAW_10_fft_coefficient_attr_imag_coeff_1_ratio_to_whole_left_div_RAW_10_quantile_0_4_whole	259.8
RAW_5_max_power_whole	258.0
RAW_10_percentage_of_reoccurring_values_to_all_values_contribution_left_div_RAW_10_percentage_of_reoccurring_values_to_all_values_ratio_to_whole_left	257.0
RAW_1_stats_std_whole_add_RAW_2_bartlett_pvalue	248.2
RAW_8_sample_entropy_left_div_RAW_2_ks_stat	245.6
RAW_1_stats_std_whole_div_RAW_2_ks_stat	240.8
