feature	importance
div_RAW_8_ratio_value_number_to_time_series_length_whole_RAW_7_katz_fd_whole	937.8
div_RAW_1_stats_min_whole_CUMSUM_8_friedrich_coefficients_coeff_3_m_3_r_30_ratio_to_whole_left	928.0
div_RAW_7_sample_entropy_left_RAW_8_ratio_beyond_r_sigma_1_left	924.6
div_DIFF_2_bartlett_pvalue_RAW_8_agg_linear_trend_attr_rvalue_chunk_len_50_f_agg_max_ratio_to_whole_left	923.8
div_RAW_8_agg_linear_trend_attr_intercept_chunk_len_10_f_agg_max_ratio_to_whole_right_RAW_8_energy_ratio_by_chunks_num_segments_10_segment_focus_9_left	914.4
sqmul_RAW_8_linear_trend_attr_pvalue_ratio_to_whole_left_DIFF_8_change_quantiles_f_agg_var_isabs_False_qh_1_0_ql_0_2_ratio	908.4
div_CUMSUM_3_detrend_volatility_normalized_right_CUMSUM_1_stats_range_right	906.4
div_RAW_1_stats_median_whole_RAW_8_percentage_of_reoccurring_values_to_all_values_contribution_left	900.8
add_RAW_7_sample_entropy_left_CUMSUM_8_first_location_of_maximum_whole	899.8
div_RAW_8_benford_correlation_whole_CUMSUM_2_ad_pvalue	899.8
add_RAW_8_index_mass_quantile_q_0_1_right_RAW_8_ratio_value_number_to_time_series_length_whole	898.4
sub_RAW_8_energy_ratio_by_chunks_num_segments_10_segment_focus_9_left_RAW_8_quantile_0_1_contribution_right	881.2
sqmul_RAW_8_agg_linear_trend_attr_intercept_chunk_len_10_f_agg_max_ratio_to_whole_right_RAW_8_ratio_beyond_r_sigma_1_5_whole	881.2
sub_RAW_1_stats_min_whole_RAW_7_approx_entropy_whole	858.4
div_RAW_1_stats_median_right_RAW_8_percentage_of_reoccurring_values_to_all_values_ratio	853.8
div_RAW_8_change_quantiles_f_agg_var_isabs_False_qh_0_8_ql_0_2_diff_CUMSUM_9_ar_residuals_s1_pred_mean	851.2
add_RAW_8_index_mass_quantile_q_0_1_right_RAW_8_index_mass_quantile_q_0_8_left	832.8
sqmul_RAW_8_ratio_value_number_to_time_series_length_ratio_to_whole_left_DIFF_8_benford_correlation_whole	831.2
sub_RAW_8_index_mass_quantile_q_0_8_ratio_to_whole_left_RAW_8_ratio_beyond_r_sigma_1_left	830.0
div_RAW_8_change_quantiles_f_agg_var_isabs_False_qh_0_6_ql_0_4_left_RAW_8_percentage_of_reoccurring_values_to_all_values_contribution_left	827.8
div_RAW_8_quantile_0_4_right_RAW_8_change_quantiles_f_agg_var_isabs_False_qh_0_8_ql_0_4_whole	820.0
sub_RAW_8_ratio_value_number_to_time_series_length_ratio_to_whole_right_CUMSUM_4_autocorr_lag1_whole	793.6
mul_DIFF_2_levene_pvalue_CUMSUM_3_detrend_volatility_normalized_right	782.2
div_RAW_7_approx_entropy_left_CUMSUM_2_ad_pvalue	777.6
sqmul_RAW_8_change_quantiles_f_agg_var_isabs_True_qh_0_6_ql_0_4_contribution_left_CUMSUM_7_katz_fd_whole	772.8
div_RAW_3_detrend_volatility_normalized_whole_RAW_8_percentage_of_reoccurring_values_to_all_values_contribution_left	769.8
div_DIFF_2_levene_pvalue_RAW_1_stats_median_right	759.4
mul_RAW_8_ratio_beyond_r_sigma_3_left_CUMSUM_1_stats_max_diff	755.6
DIFF_8_change_quantiles_f_agg_var_isabs_False_qh_0_8_ql_0_2_ratio_to_whole_left	742.6
div_RAW_2_ks_stat_RAW_8_change_quantiles_f_agg_var_isabs_False_qh_0_8_ql_0_0_right	742.4
div_CUMSUM_1_stats_theil_sen_slope_whole_RAW_8_percentage_of_reoccurring_values_to_all_values_contribution_left	741.0
sqmul_RAW_8_change_quantiles_f_agg_var_isabs_True_qh_0_6_ql_0_4_ratio_to_whole_right_CUMSUM_7_hjorth_complexity_whole	736.0
add_DIFF_2_bartlett_pvalue_RAW_7_sample_entropy_whole	720.4
mul_RAW_8_change_quantiles_f_agg_var_isabs_False_qh_0_6_ql_0_4_ratio_to_whole_right_CUMSUM_2_wilcoxon_stat	718.4
add_RAW_8_count_above_0_whole_CUMSUM_8_change_quantiles_f_agg_mean_isabs_True_qh_1_0_ql_0_4_left	714.0
sub_RAW_8_percentage_of_reoccurring_values_to_all_values_contribution_left_DIFF_7_sample_entropy_right	711.0
mul_RAW_8_benford_correlation_whole_RAW_8_count_above_0_whole	706.2
add_RAW_8_index_mass_quantile_q_0_1_right_RAW_8_energy_ratio_by_chunks_num_segments_10_segment_focus_9_left	705.0
div_RAW_2_bartlett_stat_CUMSUM_7_cond_entropy_whole	702.8
div_RAW_2_bartlett_pvalue_CUMSUM_2_kpss_pvalue_ratio_to_whole_left	694.4
div_RAW_7_sample_entropy_left_DIFF_2_jb_pvalue_left	693.6
mul_RAW_8_energy_ratio_by_chunks_num_segments_10_segment_focus_9_left_RAW_8_quantile_0_4_contribution_left	686.8
mul_CUMSUM_2_wilcoxon_stat_RAW_8_change_quantiles_f_agg_var_isabs_True_qh_0_6_ql_0_4_ratio_to_whole_right	686.2
div_RAW_7_sample_entropy_whole_RAW_8_ratio_beyond_r_sigma_1_5_whole	643.2
mul_RAW_8_index_mass_quantile_q_0_1_right_RAW_8_energy_ratio_by_chunks_num_segments_10_segment_focus_9_left	642.2
sqmul_CUMSUM_7_cond_entropy_whole_RAW_1_stats_kurt_left	638.4
sqmul_CUMSUM_3_detrend_volatility_normalized_right_RAW_8_quantile_0_4_right	629.6
div_DIFF_8_change_quantiles_f_agg_var_isabs_False_qh_0_6_ql_0_4_whole_DIFF_8_change_quantiles_f_agg_var_isabs_True_qh_0_4_ql_0_2_whole	627.4
sqmul_RAW_7_sample_entropy_left_RAW_8_count_above_0_whole	617.4
div_RAW_8_change_quantiles_f_agg_var_isabs_True_qh_0_6_ql_0_2_whole_RAW_1_stats_min_whole	615.4
div_RAW_8_percentage_of_reoccurring_values_to_all_values_contribution_left_RAW_8_percentage_of_reoccurring_values_to_all_values_ratio_to_whole_left	612.2
sqmul_RAW_2_shapiro_pvalue_whole_RAW_2_bartlett_stat	592.2
add_RAW_7_sample_entropy_left_RAW_2_bartlett_pvalue	588.6
div_RAW_1_stats_mean_whole_RAW_8_ratio_beyond_r_sigma_3_left	584.8
sqmul_RAW_8_quantile_0_4_whole_RAW_7_katz_fd_whole	560.4
div_RAW_8_percentage_of_reoccurring_datapoints_to_all_datapoints_whole_RAW_8_percentage_of_reoccurring_values_to_all_values_diff	528.4
mul_RAW_8_ratio_beyond_r_sigma_3_left_CUMSUM_1_stats_theil_sen_slope_whole	520.4
div_RAW_1_stats_kurt_left_RAW_1_stats_std_whole	517.6
add_RAW_7_sample_entropy_left_DIFF_2_bartlett_pvalue	502.4
sub_RAW_8_percentage_of_reoccurring_values_to_all_values_contribution_left_RAW_7_sample_entropy_left	492.2
mul_CUMSUM_2_ad_pvalue_RAW_8_change_quantiles_f_agg_var_isabs_False_qh_0_8_ql_0_0_right	479.8
mul_CUMSUM_3_detrend_volatility_normalized_right_RAW_8_change_quantiles_f_agg_var_isabs_True_qh_0_6_ql_0_2_whole	468.0
mul_RAW_2_bartlett_stat_DIFF_2_jb_pvalue_left	464.6
mul_CUMSUM_2_ad_pvalue_DIFF_8_change_quantiles_f_agg_var_isabs_True_qh_0_4_ql_0_2_whole	454.2
div_RAW_7_sample_entropy_left_CUMSUM_2_ad_pvalue	433.8
div_RAW_8_percentage_of_reoccurring_values_to_all_values_contribution_left_CUMSUM_5_dominant_freq_ratio_to_whole_right	432.4
sqmul_CUMSUM_1_stats_max_ratio_to_whole_left_RAW_8_percentage_of_reoccurring_values_to_all_values_ratio_to_whole_left	428.4
sub_RAW_8_percentage_of_reoccurring_values_to_all_values_ratio_to_whole_left_RAW_8_percentage_of_reoccurring_datapoints_to_all_datapoints_ratio_to_whole_left	416.4
div_RAW_8_percentage_of_reoccurring_values_to_all_values_contribution_left_RAW_8_percentage_of_reoccurring_datapoints_to_all_datapoints_whole	413.4
sub_CUMSUM_8_change_quantiles_f_agg_var_isabs_False_qh_0_8_ql_0_0_whole_CUMSUM_2_ks_pvalue	403.0
sub_RAW_8_ratio_value_number_to_time_series_length_ratio_to_whole_right_RAW_2_shapiro_pvalue_whole	386.6
sub_RAW_1_stats_std_whole_RAW_8_ratio_value_number_to_time_series_length_whole	379.8
sqmul_RAW_8_ratio_value_number_to_time_series_length_ratio_to_whole_right_RAW_8_ratio_value_number_to_time_series_length_ratio_to_whole_left	351.8
mul_RAW_8_agg_linear_trend_attr_slope_chunk_len_10_f_agg_mean_contribution_left_DIFF_2_jb_pvalue_left	335.8
div_RAW_8_percentage_of_reoccurring_values_to_all_values_ratio_to_whole_left_RAW_8_percentage_of_reoccurring_values_to_all_values_contribution_left	331.2
div_RAW_8_ratio_value_number_to_time_series_length_whole_CUMSUM_2_ad_pvalue	280.0
mul_RAW_8_ratio_value_number_to_time_series_length_diff_CUMSUM_3_trend_normalized_slope_whole	269.2
sqmul_RAW_2_ks_stat_RAW_8_percentage_of_reoccurring_values_to_all_values_ratio_to_whole_left	254.8
mul_RAW_8_ratio_value_number_to_time_series_length_ratio_RAW_8_ratio_value_number_to_time_series_length_whole	207.4
