feature	importance
RAW_1_stats_cv_whole	905.6
RAW_10_percentage_of_reoccurring_values_to_all_values	609.0
RAW_12_rpt_cost_cosine_whole	466.8
RAW_10_percentage_of_reoccurring_values_to_all_values_ratio	463.8
RAW_1_stats_median_ratio	422.0
RAW_2_bartlett_stat	404.2
RAW_2_ks_stat	390.0
RAW_10_fft_coefficient_attr_imag_coeff_1_whole	362.6
RAW_2_ad_stat	352.4
RAW_8_sample_entropy_0	346.8
RAW_4_autocorr_lag1_diff	336.0
RAW_12_rpt_cost_rank_left	320.8
RAW_9_higuchi_fd_diff	308.8
RAW_2_levene_stat	299.4
RAW_8_hjorth_complexity_diff	260.2
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_5_f_agg_max_left	259.8
RAW_8_sample_entropy_1	259.8
RAW_11_param_3_right	253.0
RAW_8_sample_entropy_diff	252.4
RAW_11_param_5_diff	249.2
RAW_1_stats_skew_right	247.0
RAW_10_ratio_beyond_r_sigma_1_5	246.8
RAW_10_quantile_0_4_whole	244.8
RAW_2_ks_pvalue	244.0
RAW_10_linear_trend_attr_intercept_ratio	242.2
RAW_10_quantile_0_4_ratio	242.2
RAW_10_linear_trend_attr_rvalue_ratio	236.8
RAW_12_rpt_cost_cosine_left	235.4
RAW_2_ttest_pvalue	235.2
RAW_8_perm_entropy_0	232.4
RAW_10_quantile_0_6_ratio	224.6
RAW_10_fft_coefficient_attr_imag_coeff_2_whole	224.6
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_5_f_agg_max_	222.6
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_50_f_agg_mean_	222.2
RAW_10_ratio_value_number_to_time_series_length	222.0
RAW_4_autocorr_lag1_ratio	221.8
RAW_3_sum_ratio	221.6
RAW_10_percentage_of_reoccurring_datapoints_to_all_datapoints	219.0
RAW_1_stats_theil_sen_slope_left	219.0
RAW_2_bartlett_pvalue	217.4
RAW_8_lziv_complexity_1	216.8
RAW_11_param_5_right	215.4
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_5_f_agg_max_right	213.8
RAW_11_param_3_ratio	210.4
RAW_5_dominant_freq_right	209.0
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_10_f_agg_max_left	207.6
RAW_2_wilcoxon_stat	205.2
RAW_1_stats_kurt_left	204.8
RAW_2_kpss_stat_right	203.6
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_50_f_agg_max_right	203.2
RAW_8_lziv_complexity_whole	202.8
RAW_10_change_quantiles_f_agg_mean_isabs_True_qh_1_0_ql_0_4_ratio	201.8
RAW_8_perm_entropy_1	200.0
RAW_8_perm_entropy_whole	197.8
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_5_f_agg_max_ratio	197.8
RAW_2_kpss_stat_ratio	195.6
RAW_10_quantile_0_1_ratio	195.2
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_10_f_agg_max_ratio	194.4
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_10_f_agg_max_right	194.4
RAW_11_param_1_ratio	192.8
RAW_1_stats_range_ratio	191.6
RAW_10_quantile_0_4_right	191.4
RAW_8_approx_entropy_0	190.6
RAW_1_stats_cv_diff	189.0
RAW_8_sample_entropy_whole	188.2
RAW_5_dominant_freq_whole	188.0
RAW_1_stats_std_whole	188.0
RAW_10_ratio_value_number_to_time_series_length_whole	187.8
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_50_f_agg_mean_ratio	187.8
RAW_10_fft_coefficient_attr_imag_coeff_1_ratio	187.6
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_50_f_agg_max_ratio	185.2
RAW_11_param_4_left	185.0
RAW_1_stats_mean_whole	183.6
RAW_1_stats_kurt_right	182.2
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_50_f_agg_max_left	181.0
RAW_11_param_0_ratio	181.0
RAW_11_param_4_right	180.2
RAW_1_stats_median_whole	180.0
RAW_2_levene_pvalue	180.0
RAW_8_lziv_complexity_diff	179.4
RAW_1_stats_cv_right	177.2
RAW_10_last_location_of_maximum_left	176.4
RAW_10_linear_trend_attr_rvalue_	176.2
RAW_8_spectral_entropy_0	176.0
RAW_10_agg_linear_trend_attr_rvalue_chunk_len_50_f_agg_max_	174.2
RAW_10_fft_coefficient_attr_imag_coeff_2_left	172.8
RAW_11_param_5_whole	172.6
RAW_1_stats_median_diff	172.0
RAW_10_fft_coefficient_attr_imag_coeff_1_left	172.0
