feature	permutation_importance_mean	permutation_importance_std
mul_RAW_1_stats_std_whole_RAW_3_detrend_volatility_normalized_whole	0.08753350454193295	0.026060648949132292
mul_RAW_1_stats_cv_whole_RAW_1_stats_std_whole	0.07837660320853498	0.018794244233878873
sub_RAW_10_percentage_of_reoccurring_datapoints_to_all_datapoints_contribution_left_RAW_7_sample_entropy_left	0.004145791959040873	0.002930563269934937
sub_RAW_10_percentage_of_reoccurring_values_to_all_values_contribution_left_RAW_7_sample_entropy_left	0.003853663253242543	0.003497857734770523
cross_mul_RAW_10_percentage_of_reoccurring_datapoints_to_all_datapoints_contribution_left_RAW_10_ratio_value_number_to_time_series_length_ratio_to_whole_left	0.0031029703286685416	0.002822726800561071
sqmul_RAW_10_quantile_0_4_whole_RAW_3_detrend_volatility_normalized_whole	0.0021428163422406677	0.0018432198790891284
div_RAW_10_percentage_of_reoccurring_datapoints_to_all_datapoints_contribution_left_RAW_10_percentage_of_reoccurring_values_to_all_values_ratio_to_whole_left	0.0013596989338507293	0.0010493128923747734
cross_mul_RAW_10_index_mass_quantile_q_0_8_ratio_to_whole_left_RAW_10_index_mass_quantile_q_0_1_right	0.001325913592701735	0.0006292249532455389
cross_mul_RAW_10_index_mass_quantile_q_0_8_ratio_to_whole_left_CUMSUM_10_autocorrelation_lag_4_ratio_to_whole_left	0.0010141937248459077	0.0005509844911350564
cross_mul_RAW_1_stats_std_whole_DIFF_2_ks_stat	0.000996555880880371	0.0015691942605963677
cross_mul_RAW_10_percentage_of_reoccurring_values_to_all_values_ratio_to_whole_left_CUMSUM_1_stats_range_ratio_to_whole_left	0.0009800400537345866	0.0005205670175248529
div_RAW_10_percentage_of_reoccurring_values_to_all_values_contribution_left_RAW_10_percentage_of_reoccurring_values_to_all_values_ratio_to_whole_left	0.0009422409955950804	0.0014161673521659805
cross_mul_RAW_3_detrend_volatility_normalized_whole_RAW_2_ad_stat	0.0009232787785926034	0.0009724701267882964
add_RAW_10_percentage_of_reoccurring_datapoints_to_all_datapoints_contribution_left_RAW_1_stats_std_whole	0.000865328939108706	0.00047801610723405177
cross_mul_CUMSUM_2_ad_pvalue_RAW_11_change_quantiles_ql_0_2_qh_0_6_isabs_True_f_agg_var_whole	0.0007673980391769187	0.00016976441018220993
RAW_11_energy_ratio_by_chunks_num_segments_20_segment_focus_0_right	0.0007594806351798201	0.0005448091107398401
cross_mul_RAW_7_sample_entropy_left_RAW_10_ratio_beyond_r_sigma_0_5_contribution_left	0.000756474663206127	0.00045194569054409037
cross_mul_RAW_1_stats_std_whole_RAW_2_ks_stat	0.0007407727518553575	0.0013066029044034213
cross_mul_RAW_3_detrend_volatility_normalized_whole_CUMSUM_11_change_quantiles_ql_0_2_qh_0_8_isabs_False_f_agg_mean_whole	0.000705795211829816	0.0007479502361336903
cross_mul_CUMSUM_2_ad_pvalue_RAW_10_ratio_value_number_to_time_series_length_whole	0.0006422061588241789	0.00011860098899932518
cross_mul_RAW_10_percentage_of_reoccurring_values_to_all_values_ratio_to_whole_left_CUMSUM_7_katz_fd_whole	0.0006371534755632258	0.0010203410222447043
div_RAW_1_stats_cv_whole_RAW_10_percentage_of_reoccurring_datapoints_to_all_datapoints_contribution_left	0.0006245472220502569	0.0006093856621138587
cross_mul_RAW_10_percentage_of_reoccurring_values_to_all_values_ratio_to_whole_left_CUMSUM_1_stats_max_ratio_to_whole_left	0.0005937913842269594	0.000580474168457739
cross_mul_CUMSUM_2_ad_pvalue_RAW_2_bartlett_pvalue	0.0005729027168224021	0.0006788990650637116
cross_mul_RAW_10_percentage_of_reoccurring_datapoints_to_all_datapoints_contribution_left_RAW_4_autocorr_lag1_ratio	0.0005658406201186872	0.0002696587436005778
cross_mul_RAW_1_stats_std_whole_CUMSUM_2_kpss_pvalue_ratio_to_whole_left	0.0005651386730788655	0.0006348980793192265
cross_mul_RAW_3_detrend_volatility_normalized_whole_CUMSUM_1_stats_max_ratio_to_whole_left	0.0005267904387261924	0.0005234977436649218
cross_mul_CUMSUM_2_ad_pvalue_RAW_11_change_quantiles_ql_0_4_qh_0_6_isabs_True_f_agg_var_whole	0.0005232441504321627	0.0007142020535136692
cross_mul_RAW_7_sample_entropy_left_CUMSUM_11_change_quantiles_ql_0_2_qh_0_8_isabs_False_f_agg_mean_whole	0.0004946593638111664	0.0003680426393231973
cross_mul_CUMSUM_2_ad_pvalue_RAW_11_energy_ratio_by_chunks_num_segments_20_segment_focus_0_right	0.0004927719424966693	0.0004513135398807899
div_RAW_3_detrend_volatility_normalized_whole_RAW_10_percentage_of_reoccurring_datapoints_to_all_datapoints_contribution_left	0.00048117787013459703	0.00045416911920116894
cross_mul_CUMSUM_2_ad_pvalue_CUMSUM_11_change_quantiles_ql_0_0_qh_0_2_isabs_True_f_agg_mean_whole	0.00047842783067257084	0.00021639581903332787
cross_mul_CUMSUM_2_ad_pvalue_RAW_10_ratio_value_number_to_time_series_length_ratio_to_whole_left	0.0004751985217266941	0.00010483080135560267
cross_mul_RAW_10_index_mass_quantile_q_0_8_ratio_to_whole_left_RAW_10_ratio_value_number_to_time_series_length_ratio_to_whole_left	0.00046030139981315994	0.00046358724956890065
cross_mul_RAW_7_sample_entropy_left_RAW_7_shannon_entropy_left	0.00044239840871998054	0.0003812566987895073
cross_mul_RAW_10_index_mass_quantile_q_0_8_ratio_to_whole_left_RAW_10_quantile_0_4_ratio_to_whole_left	0.00043226637370284086	0.00019441639343384352
div_RAW_1_stats_std_whole_RAW_10_quantile_0_4_whole	0.00041100564590036746	0.00019312383765950522
cross_mul_RAW_1_stats_std_whole_DIFF_2_bartlett_pvalue	0.0004096161494221328	0.0005418443342253067
cross_mul_RAW_10_percentage_of_reoccurring_datapoints_to_all_datapoints_contribution_left_RAW_11_change_quantiles_ql_0_2_qh_1_0_isabs_False_f_agg_mean_left	0.0004045461361815417	0.00017704932471529044
cross_mul_CUMSUM_2_ad_pvalue_RAW_10_benford_correlation_whole	0.00039292958909717846	0.0003505706832957171
cross_mul_RAW_3_detrend_volatility_normalized_whole_RAW_10_percentage_of_reoccurring_values_to_all_values_diff	0.0003873307807273507	0.0004328342920001042
DIFF_7_spectral_entropy_ratio_to_whole_left	0.00038629949286509194	0.0002134425760592723
sub_RAW_10_index_mass_quantile_q_0_8_ratio_to_whole_left_RAW_7_sample_entropy_left	0.00037735945886733233	0.0004741446490633747
div_RAW_10_index_mass_quantile_q_0_8_ratio_to_whole_left_RAW_7_sample_entropy_left	0.0003720857455179638	0.00021094226331476717
cross_mul_RAW_7_sample_entropy_left_RAW_11_change_quantiles_ql_0_4_qh_1_0_isabs_False_f_agg_mean_left	0.00034809598752151837	0.0001495199972188512
